DateTime,Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle,good_name,confidence
2017-10-24 18:45,2017-10-24,122,18:45,Tuesday,lesmill to yorkmills station,General Delay,20.0,36.0,B/W,,York Mills Rd at Leslie St West Side,65
2017-10-25 7:00,2017-10-25,112,7:00,Wednesday,n/b kipling station to eglinton,General Delay,20.0,25.0,N/B,,Kipling Ave at Eglinton Ave West,60
2017-10-25 8:00,2017-10-25,94,8:00,Wednesday,bay st and yonge st,General Delay,15.0,1.0,S/B,,Yonge St at Front St East,50
2017-10-25 8:57,2017-10-25,52,8:57,Wednesday,law and jane,Mechanical,12.0,24.0,S/B,1534.0,Lawrence Ave West at Jane St,60
2017-10-25 14:47,2017-10-25,91,14:47,Wednesday,elvaston and sloane,Mechanical,25.0,50.0,S/B,7447.0,Ellesmere Rd at Sloane Ave,50
2017-10-25 16:25,2017-10-25,84,16:25,Wednesday,northover,Mechanical,23.0,46.0,E/B,8576.0,Sheppard Ave West at Northover St,60
2017-10-25 17:28,2017-10-25,38,17:28,Wednesday,rhgo,Mechanical,12.0,24.0,E/B,1655.0,Rouge Hill GO Station Loop,60
2017-10-26 7:06,2017-10-26,53,7:06,Thursday,fstn,Mechanical,5.0,6.0,E/B,1741.0,Front St East at Parliament St,30
2017-10-26 8:17,2017-10-26,42,8:17,Thursday,cumer and at272,Mechanical,12.0,24.0,W/B,8319.0,Cummer Ave at Snowcrest Ave (East),50
2017-10-26 8:20,2017-10-26,95,8:20,Thursday,bayview ave,Utilized Off Route,7.0,14.0,E/B,1077.0,Bayview Ave at Valleyanna Dr,60
2017-10-26 8:25,2017-10-26,52,8:25,Thursday,law and jane,Mechanical,12.0,24.0,E/B,1211.0,Lawrence Ave West at Jane St,60
2017-10-26 14:33,2017-10-26,32,14:33,Thursday,locksley av,Mechanical,10.0,20.0,W/B,1601.0,Leslie St at Rippleton Rd,40
2017-10-26 14:55,2017-10-26,12,14:55,Thursday,cardinal newman highschool (reasthaven memorial),Late Leaving Garage,2.0,10.0,N/B,8146.0,Kennedy Rd at Lawrence Ave East,30
2017-10-26 15:00,2017-10-26,29,15:00,Thursday,princessgate - wilson station,General Delay,7.0,14.0,W/B,,Wilson Station,30
2017-10-26 15:00,2017-10-26,37,15:00,Thursday,islington station to steeles and humberwood loop,General Delay,15.0,21.0,B/W,,Islington Ave at Humber Summit Lane,50
2017-10-26 15:04,2017-10-26,709,15:04,Thursday,eastbourne ave,Investigation,1.0,1.0,E/B,1028.0,East Ave at East Willow Gate,60
2017-10-26 15:30,2017-10-26,5,15:30,Thursday,eglinton station to queen's park,General Delay,6.0,30.0,B/W,,Queen's Park Cres West at Hoskin Ave,50
2017-10-26 16:00,2017-10-26,121,16:00,Thursday,121 fort yorl - esplanade route,General Delay,1.0,1.0,B/W,,The Esplanade at Lower Jarvis St,60
2017-10-26 16:02,2017-10-26,45,16:02,Thursday,nb at eglinton,General Delay,15.0,26.0,N/B,7943.0,Eglinton Ave East at Warden Ave,50
2017-10-26 17:10,2017-10-26,52,17:10,Thursday,yonge,Utilized Off Route,12.0,24.0,E/B,1587.0,Yonge St at Gloucester St,50
2017-10-26 23:10,2017-10-26,6,23:10,Thursday,bloor and bay nb,Investigation,24.0,48.0,N/B,1061.0,Bloor St East at Yonge St,60
2017-10-27 1:56,2017-10-27,320,1:56,Friday,yonge/queensquay,Mechanical,5.0,10.0,S/B,1789.0,Yonge St at Front St East,60
2017-10-27 5:45,2017-10-27,112,5:45,Friday,renforth gateway,Late Leaving Garage,15.0,29.0,S/B,7950.0,Renforth Dr at Eglinton Ave West,60
2017-10-27 6:01,2017-10-27,32,6:01,Friday,keeg,Late Leaving Garage,5.0,16.0,E/B,1629.0,Keele St at Rogers Rd,60
2017-10-27 14:57,2017-10-27,52,14:57,Friday,airport,Mechanical,12.0,24.0,E/B,1522.0,Airport Rd at Beverley St,60
2017-10-27 15:00,2017-10-27,48,15:00,Friday,route 48 rathburn,General Delay,0.0,0.0,B/W,,Rathburn Rd at Kipling Ave,60
2017-10-27 15:46,2017-10-27,52,15:46,Friday,airport,Late Leaving Garage,12.0,24.0,E/B,1243.0,Airport Rd at Beverley St,60
2017-10-27 16:19,2017-10-27,39,16:19,Friday,fstn,Utilized Off Route,12.0,24.0,E/B,1715.0,Front St East at Parliament St,30
2017-10-27 17:18,2017-10-27,60,17:18,Friday,fstn,Mechanical,7.0,14.0,W/B,8569.0,Front St East at Parliament St,30
2017-10-28 5:45,2017-10-28,126,5:45,Saturday,st.clair w station,Late Leaving Garage,30.0,30.0,S/B,1060.0,St Clair Ave West at Bathurst St East Side,55
2017-10-28 6:20,2017-10-28,85,6:20,Saturday,rhgo,Late Leaving Garage,23.0,23.0,W/B,1293.0,Rouge Hill GO Station Loop,60
2017-10-28 12:37,2017-10-28,39,12:37,Saturday,fstn,Mechanical,6.0,12.0,E/B,1704.0,Front St East at Parliament St,30
2017-10-28 13:30,2017-10-28,17,13:30,Saturday,st clair to eglinton,General Delay,15.0,1.0,B/W,,St Clair Ave East at Eglinton Ave East,60
2017-10-28 14:00,2017-10-28,35,14:00,Saturday,jane station to all branches,General Delay,20.0,28.0,B/W,,Jane St at Church St,60
2017-10-29 5:00,2017-10-29,300,5:00,Sunday,bloor between jane and runnymese,Diversion,180.0,230.0,B/W,,Bloor St West at Jane St,60
2017-10-29 7:52,2017-10-29,60,7:52,Sunday,arrow garage pod steeles loop & martin grove,Late Leaving Garage,12.0,12.0,E/B,8562.0,Steeles Ave West Loop at Martin Grove Rd,50
2017-10-29 8:30,2017-10-29,51,8:30,Sunday,leslie & 1125 sony,Mechanical,29.0,59.0,W/B,1817.0,1121 Leslie St,50
2017-10-29 13:00,2017-10-29,168,13:00,Sunday,symington rte,General Delay,19.0,28.0,B/W,,Symington Ave,60
2017-10-29 13:14,2017-10-29,701,13:14,Sunday,montgomery av. and yonge str.,Investigation,0.0,0.0,S/B,1706.0,Yonge St at Montgomery Ave,60
2017-10-29 13:52,2017-10-29,85,13:52,Sunday,dons,Mechanical,20.0,40.0,E/B,1106.0,Don Mills Rd at Freshmeadow Dr,60
2017-10-29 19:04,2017-10-29,192,19:04,Sunday,garage / kipling station,Late Leaving Garage,8.0,17.0,N/B,8008.0,Kipling Ave at Belfield Rd - Etobicoke North GO Station,60
2017-10-30 1:20,2017-10-30,87,1:20,Monday,pape ave on cosburn,Investigation,20.0,47.0,W/B,7809.0,Pape Ave at O'Connor Dr North Side,40
2017-10-30 1:56,2017-10-30,84,1:56,Monday,shepard ave w just east of shepard west station,Investigation,15.0,30.0,E/B,8440.0,Sheppard Ave West at Jane St East Side,45
2017-10-30 5:11,2017-10-30,86,5:11,Monday,sheppard loop (s lp),Mechanical,1.0,1.0,S/B,8646.0,Humber Loop at The Queensway,50
2017-10-30 8:30,2017-10-30,95,8:30,Monday,scarborough golf club rd to morningside,General Delay,15.0,23.0,B/W,,Scarborough Golf Club Rd at Lawrence Ave East,50
2017-10-30 11:49,2017-10-30,11,11:49,Monday,bayview and finch,Investigation,12.0,24.0,N/B,8353.0,Finch Ave East at Bayview Ave,50
2017-10-31 5:43,2017-10-31,56,5:43,Tuesday,brentchiff and eglington,Investigation,22.0,22.0,E/B,8210.0,Brentcliffe Rd at Vanderhoof Ave,60
2017-10-31 6:04,2017-10-31,86,6:04,Tuesday,lawrance and mans rd,Mechanical,19.0,39.0,E/B,7595.0,Lawrence Ave West at Marlee Ave,60
2017-10-31 6:40,2017-10-31,109,6:40,Tuesday,marlee and briar hill,Diversion,70.0,90.0,B/W,,Marlee Ave at Glencairn Ave,50
2017-10-31 8:00,2017-10-31,52,8:00,Tuesday,law/ black creek and law/allen rd,General Delay,12.0,25.0,E/B,,Lawrence Ave West at William R Allen Rd,50
2017-10-31 8:10,2017-10-31,53,8:10,Tuesday,finch station to pamk & mofi,General Delay,15.0,20.0,B/W,,Finch Ave West at Alness St,40
2017-10-31 8:10,2017-10-31,34,8:10,Tuesday,bayview to yonge,General Delay,15.0,19.0,B/W,,Yonge St at Bayview Ave,50
2017-10-31 13:52,2017-10-31,110,13:52,Tuesday,queensway garage,Investigation,12.0,24.0,N/B,8031.0,Queensway Loop at Lower Spadina Ave,60
2017-10-31 14:00,2017-10-31,53,14:00,Tuesday,53 steeles route all branch,General Delay,15.0,30.0,BW,,53 Steeles Ave West,50
2017-10-31 15:00,2017-10-31,37,15:00,Tuesday,islington station to steeles and humberwood loop,General Delay,15.0,21.0,B/W,,Islington Ave at Humber Summit Lane,50
2017-10-31 15:16,2017-10-31,112,15:16,Tuesday,garage / kipling station,Late Leaving Garage,16.0,30.0,N/B,8628.0,Kipling Ave at Belfield Rd - Etobicoke North GO Station,60
2017-10-31 15:19,2017-10-31,39,15:19,Tuesday,fstn,Mechanical,12.0,24.0,E/B,1729.0,Front St East at Parliament St,30
2017-10-31 15:30,2017-10-31,5,15:30,Tuesday,eglinton station to queen's park circl,General Delay,6.0,30.0,B/W,,Queen's Park Cres East at College St North Side,50
2017-10-31 16:00,2017-10-31,121,16:00,Tuesday,yonge and bay st,General Delay,25.0,1.0,B/W,,Front St West at Bay St East Side - Union Station,40
2017-10-31 16:20,2017-10-31,195,16:20,Tuesday,jane & bloor,Mechanical,10.0,20.0,S/B,1338.0,Jane St at Bloor St West North Side,50
2017-10-31 16:30,2017-10-31,38,16:30,Tuesday,scarborough golf club rd to morningside,General Delay,10.0,22.0,B/W,,Scarborough Golf Club Rd at Lawrence Ave East,50
2017-11-01 7:05,2017-11-01,60,7:05,Wednesday,fstn,Late Leaving Garage,7.0,14.0,W/B,8495.0,Front St East at Parliament St,30
2017-11-01 15:00,2017-11-01,37,15:00,Wednesday,islington station to steeles and humberwood loop,General Delay,15.0,21.0,B/W,,Islington Ave at Humber Summit Lane,50
2017-11-01 15:19,2017-11-01,199,15:19,Wednesday,fstn,Utilized Off Route,5.0,14.0,E/B,1258.0,Front St East at Parliament St,30
2017-11-01 15:25,2017-11-01,85,15:25,Wednesday,dons,Late Leaving Garage,12.0,26.0,E/B,9081.0,Don Mills Rd at Freshmeadow Dr,60
2017-11-01 16:52,2017-11-01,199,16:52,Wednesday,fstn,Utilized Off Route,11.0,22.0,E/B,1301.0,Front St East at Parliament St,30
2017-11-02 12:57,2017-11-02,39,12:57,Thursday,fstn,Mechanical,6.0,13.0,E/B,1077.0,Front St East at Parliament St,30
2017-11-02 14:25,2017-11-02,6,14:25,Thursday,queens quay / sherbourne,Utilized Off Route,10.0,20.0,N/B,1054.0,The Esplanade at Lower Sherbourne St,60
2017-11-02 14:30,2017-11-02,165,14:30,Thursday,york mills station to all branches,General Delay,28.0,38.0,B/W,,York Mills Rd at Yonge St,40
2017-11-02 14:30,2017-11-02,96,14:30,Thursday,york mills station to all branches,General Delay,37.0,59.0,B/W,,York Mills Rd at Yonge St,40
2017-11-02 14:35,2017-11-02,53,14:35,Thursday,brebeuf and steeles,Late Leaving Garage,15.0,30.0,EB,9065.0,Steeles Ave West at Bathurst St East Side,50
2017-11-02 14:40,2017-11-02,186,14:40,Thursday,york mills station to humber college,General Delay,26.0,37.0,B/W,,York Mills Rd at Yonge St,30
2017-11-02 17:00,2017-11-02,199,17:00,Thursday,comm-msns,General Delay,10.0,20.0,B/W,,Commissioners St at Saulter St,60
2017-11-02 18:00,2017-11-02,40,18:00,Thursday,dundas west station to runnymede loop,General Delay,12.0,25.0,B/W,,Dundas St West at Runnymede Rd,60
2017-11-03 9:30,2017-11-03,160,9:30,Friday,clark ave to finch,General Delay,39.0,59.0,S/B,,Bathurst St at Finch Ave West South Side,60
2017-11-03 9:30,2017-11-03,7,9:30,Friday,steeles to finch,General Delay,12.0,21.0,S/B,,Finch Ave West at Bathurst St,30
2017-11-03 12:00,2017-11-03,45,12:00,Friday,rexdale to kipling,General Delay,15.0,20.0,S/B,,Kipling Ave at Rexdale Blvd,60
2017-11-03 15:00,2017-11-03,195,15:00,Friday,york university comm to jane station,General Delay,1.0,2.0,B/W,8572.0,Keele St at Finch Ave West - Finch West Station,60
2017-11-03 15:00,2017-11-03,38,15:00,Friday,scarborough golf club rd to morningside,General Delay,12.0,24.0,B/W,,Scarborough Golf Club Rd at Lawrence Ave East,50
2017-11-03 15:00,2017-11-03,37,15:00,Friday,islington station to steeles and humberwood loop,General Delay,15.0,21.0,B/W,,Islington Ave at Humber Summit Lane,50
2017-11-03 15:31,2017-11-03,165,15:31,Friday,york mills station to all branches,General Delay,28.0,48.0,B/W,,York Mills Rd at Yonge St,40
2017-11-03 16:45,2017-11-03,199,16:45,Friday,comm-msns,General Delay,10.0,20.0,B/W,,Commissioners St at Saulter St,60
2017-11-04 4:47,2017-11-04,300,4:47,Saturday,t1,Late Leaving Garage,30.0,60.0,E/B,8709.0,Airport Rd at Beverley St,40
2017-11-04 6:46,2017-11-04,54,6:46,Saturday,brenrtcliffe and eglinton,Investigation,20.0,40.0,E/B,7634.0,Brentcliffe Rd at Vanderhoof Ave,60
2017-11-04 10:07,2017-11-04,168,10:07,Saturday,old weston and rowntree,Investigation,1.0,1.0,N/B,8070.0,Old Weston Rd at Rowntree Mill Rd,60
2017-11-04 10:30,2017-11-04,88,10:30,Saturday,st clair over to mt pleasant,General Delay,30.0,60.0,,,St Clair Ave East at Mt Pleasant Rd,60
2017-11-04 10:53,2017-11-04,102,10:53,Saturday,ravine/kingston,Mechanical,10.0,20.0,N/B,8182.0,Ravine Park Cres at Port Union Rd South Side,50
2017-11-04 12:18,2017-11-04,190,12:18,Saturday,dons,Late Leaving Garage,9.0,18.0,E/B,8791.0,Don Mills Rd at Freshmeadow Dr,60
2017-11-04 14:00,2017-11-04,35,14:00,Saturday,jane station to all branches,General Delay,38.0,46.0,B/W,,Jane St at Church St,60
2017-11-04 14:00,2017-11-04,195,14:00,Saturday,jane station to york university,General Delay,40.0,50.0,B/W,,Keele St at Finch Ave West North Side - Finch West Station,50
2017-11-04 17:38,2017-11-04,38,17:38,Saturday,rhgo,Mechanical,9.0,18.0,W/B,1111.0,Rouge Hill GO Station Loop,60
2017-11-04 18:00,2017-11-04,120,18:00,Saturday,wilson station to sheppard and arleta,General Delay,50.0,80.0,B/W,,Wilson Station,30
2017-11-04 23:00,2017-11-04,6,23:00,Saturday,sb at front st,General Delay,10.0,20.0,S/B,1610.0,Yonge St at Front St East,60
2017-11-05 1:18,2017-11-05,39,1:18,Sunday,fstn,Investigation,14.0,28.0,E/B,1321.0,Front St East at Parliament St,30
2017-11-05 14:34,2017-11-05,195,14:34,Sunday,jane station to jane and steeles,Utilized Off Route,14.0,4.0,N/B,1292.0,Jane St at Steeles Ave West,60
2017-11-05 16:09,2017-11-05,123,16:09,Sunday,evans and evans court,Mechanical,20.0,40.0,S/B,8423.0,Evans Ave at Brown's Line,40
2017-11-06 12:00,2017-11-06,123,12:00,Monday,entire shorncliffe route,General Delay,15.0,30.0,B/W,8045.0,Shorncliffe Rd at Dundas St West,60
2017-11-06 13:16,2017-11-06,83,13:16,Monday,commissionar st and lakeshore garage loop,Diversion,147.0,163.0,S/B,8158.0,Commissioners St at Saulter St,60
2017-11-06 14:48,2017-11-06,12,14:48,Monday,neil mcneiel school trip,Late Leaving Garage,1.0,1.0,E/B,8161.0,Victoria Park Ave at Eglinton Sq,30
2017-11-06 15:30,2017-11-06,25,15:30,Monday,coxwell/pape station,Utilized Off Route,4.0,8.0,N/B,8859.0,Pape Ave at O'Connor Dr,40
2017-11-06 15:30,2017-11-06,5,15:30,Monday,eglinton station to queen's park,General Delay,6.0,30.0,B/W,,Queen's Park Cres West at Hoskin Ave,50
2017-11-06 15:30,2017-11-06,61,15:30,Monday,bombay to eglinton station,General Delay,8.0,30.0,B/W,,Bombay Loop at Avenue Rd,40
2017-11-06 17:45,2017-11-06,39,17:45,Monday,finch station to old finch,General Delay,15.0,33.0,BW,,Finch Ave West at Yonge St - Finch Station,45
2017-11-07 4:47,2017-11-07,96,4:47,Tuesday,arrow garage pod humberline & finch w,Mechanical,6.0,21.0,E/B,8484.0,Humberline Dr at Finch Ave West,60
2017-11-07 5:57,2017-11-07,85,5:57,Tuesday,meadowval loop,Utilized Off Route,12.0,25.0,W/B,1718.0,Meadowvale Rd at Generation Blvd,65
2017-11-07 6:21,2017-11-07,86,6:21,Tuesday,sheppard loop,Utilized Off Route,5.0,10.0,S/B,8653.0,Sheppard Ave West at Jane St,50
2017-11-07 8:00,2017-11-07,37,8:00,Tuesday,entire islington north route,General Delay,15.0,30.0,B/W,8063.0,Islington Ave at Finch Ave West,40
2017-11-07 8:30,2017-11-07,34,8:30,Tuesday,bayview to estn,General Delay,15.0,19.0,B/W,,Bayview Ave at Eglinton Ave East,60
2017-11-07 8:57,2017-11-07,95,8:57,Tuesday,bayview ave,Utilized Off Route,7.0,14.0,W/B,1321.0,Bayview Ave at Valleyanna Dr,60
2017-11-07 9:00,2017-11-07,121,9:00,Tuesday,forth york and  bay,General Delay,7.0,14.0,B/W,,Front St West at Bay St East Side - Union Station,60
2017-11-07 15:30,2017-11-07,199,15:30,Tuesday,donmills to victoria park,General Delay,15.0,22.0,B/W,,Don Mills Rd at Victoria Park Ave,60
2017-11-07 15:30,2017-11-07,39,15:30,Tuesday,donmiils to victoria park,General Delay,15.0,22.0,B/W,,Don Mills Rd at Victoria Park Ave,60
2017-11-07 15:30,2017-11-07,122,15:30,Tuesday,bayview to yonge st,General Delay,20.0,30.0,B/W,,Bayview Ave at Yonge St,50
2017-11-07 17:00,2017-11-07,98,17:00,Tuesday,steeles loop at yonge-peckam & cactus,General Delay,25.0,55.0,B/W,,Steeles Ave West at Yonge St,60
2017-11-08 2:57,2017-11-08,300,2:57,Wednesday,euston and danforth ave,Investigation,10.0,20.0,E/B,7950.0,Danforth Ave at Woodbine Ave,50
2017-11-08 5:45,2017-11-08,52,5:45,Wednesday,braecrest / westway,Late Leaving Garage,9.0,9.0,E/B,1412.0,The Westway at Martin Grove Rd,60
2017-11-08 8:32,2017-11-08,25,8:32,Wednesday,freshmeado to pape station,General Delay,18.0,23.0,BW,,Pape Station,60
2017-11-08 16:11,2017-11-08,59,16:11,Wednesday,oak and weston,Mechanical,13.0,26.0,N/B,7937.0,Oakwood Ave at Weston Rd South Side,60
2017-11-08 18:00,2017-11-08,12,18:00,Wednesday,wilson station to sheppard and arleta,General Delay,32.0,54.0,B/W,,Wilson Station,30
2017-11-08 18:28,2017-11-08,75,18:28,Wednesday,bloor,Mechanical,6.0,12.0,N/B,1805.0,Bloor St West at Ossington Ave,40
2017-11-08 19:31,2017-11-08,199,19:31,Wednesday,bayview and finch,Mechanical,6.0,13.0,E/B,1767.0,Finch Ave East at Bayview Ave,50
2017-11-09 8:00,2017-11-09,51,8:00,Thursday,freshmeadow and don mills to eglinton station,General Delay,30.0,46.0,B/W,,Freshmeadow Dr at Don Mills Rd,30
2017-11-09 14:56,2017-11-09,53,14:56,Thursday,brebeuf college and steeels,Late Leaving Garage,4.0,4.0,eb,1270.0,Steeles Ave West at Peter Kaiser Gate,60
2017-11-09 15:00,2017-11-09,29,15:00,Thursday,st clair to exhibition loop,General Delay,19.0,29.0,B/W,,Earlscourt Loop at St Clair Ave West,60
2017-11-09 15:00,2017-11-09,53,15:00,Thursday,53 steeles route all branch,General Delay,15.0,30.0,WB,1662.0,53 Steeles Ave West,50
2017-11-09 15:00,2017-11-09,195,15:00,Thursday,york university comm to jane station,General Delay,1.0,2.0,B/W,8501.0,Keele St at Finch Ave West - Finch West Station,60
2017-11-09 17:00,2017-11-09,51,17:00,Thursday,eglinton station to donmills and freshmeadow,General Delay,20.0,38.0,B/W,,Don Mills Rd at Freshmeadow Dr,60
2017-11-09 17:10,2017-11-09,52,17:10,Thursday,brookview and lawrence,Investigation,14.0,28.0,W/B,1014.0,Lawrence Ave East at Brockley Dr,60
2017-11-09 17:19,2017-11-09,37,17:19,Thursday,rexdale to humberwood loop,General Delay,19.0,38.0,B/W,7933.0,Humberwood Blvd Loop at View Green Cres,50
2017-11-09 17:28,2017-11-09,32,17:28,Thursday,eg west station exit,Investigation,9.0,18.0,W/B,1547.0,Eglinton West Station,60
2017-11-09 18:30,2017-11-09,97,18:30,Thursday,yorkmills-davisville station,General Delay,10.0,30.0,B/W,,York Mills Station,50
2017-11-09 19:31,2017-11-09,63,19:31,Thursday,davenport and deleware,Investigation,9.0,19.0,N/B,1036.0,Davenport Rd at Delaware Ave,60
2017-11-09 23:23,2017-11-09,199,23:23,Thursday,bayview and finch,Investigation,1.0,1.0,E/B,1650.0,Finch Ave East at Bayview Ave,50
2017-11-10 0:00,2017-11-10,36,0:00,Friday,goldfinch/steeles,Diversion,1.0,1.0,E/B,,Finch Ave West at Steeles Ave West,60
2017-11-10 5:28,2017-11-10,86,5:28,Friday,sheppard loop,Mechanical,17.0,34.0,E/B,7599.0,Sheppard Ave West at Jane St,50
2017-11-10 5:44,2017-11-10,86,5:44,Friday,sheppard loop,Mechanical,17.0,34.0,S/B,8784.0,Sheppard Ave West at Jane St,50
2017-11-10 6:00,2017-11-10,60,6:00,Friday,entire steeles west route.,General Delay,20.0,28.0,B/W,,Steeles Ave West at Islington Ave Loop,40
2017-11-10 6:02,2017-11-10,39,6:02,Friday,brimley on finch,Mechanical,4.0,9.0,W/B,1081.0,Brimley Rd at Finch Ave East,60
2017-11-10 6:23,2017-11-10,32,6:23,Friday,keeg,Late Leaving Garage,7.0,10.0,E/B,1034.0,Keele St at Rogers Rd,60
2017-11-10 6:27,2017-11-10,102,6:27,Friday,markham road / wast,Late Leaving Garage,10.0,20.0,N/B,8120.0,Markham Rd at Steeles Ave East,30
2017-11-10 6:30,2017-11-10,16,6:30,Friday,mccowan road / wast,Late Leaving Garage,9.0,18.0,N/B,8176.0,McCowan Rd,60
2017-11-10 6:39,2017-11-10,39,6:39,Friday,fstn,Mechanical,9.0,18.0,E/B,1082.0,Front St East at Parliament St,30
2017-11-10 7:30,2017-11-10,102,7:30,Friday,markham road / wast,General Delay,10.0,20.0,B/W,,Markham Rd at Steeles Ave East,30
2017-11-10 8:00,2017-11-10,53,8:00,Friday,steeles route,General Delay,20.0,40.0,B/W,1121.0,Steeles Ave East at Markham Rd,50
2017-11-10 8:00,2017-11-10,80,8:00,Friday,sherway gardens to keele station,General Delay,20.0,40.0,B/W,,Sherway Gardens Rd at Sherway Gate (Mall),60
2017-11-10 8:00,2017-11-10,168,8:00,Friday,symington rte,General Delay,10.0,20.0,B/W,,Symington Ave,60
2017-11-10 13:00,2017-11-10,53,13:00,Friday,53 steeles route all branch,General Delay,15.0,30.0,BW,1277.0,53 Steeles Ave West,50
2017-11-10 14:30,2017-11-10,192,14:30,Friday,n/b h-427,General Delay,15.0,15.0,N/B,,Airport Rd at Highway 427 Overpass West Side,65
2017-11-10 15:10,2017-11-10,32,15:10,Friday,keeg,Late Leaving Garage,9.0,18.0,W/B,1022.0,Keele St at Rogers Rd,60
2017-11-10 15:38,2017-11-10,75,15:38,Friday,bloor,Mechanical,7.0,14.0,N/B,8375.0,Bloor St West at Ossington Ave,40
2017-11-10 16:00,2017-11-10,121,16:00,Friday,bay and front,General Delay,7.0,14.0,B/W,,Yonge St at Front St East,60
2017-11-10 16:00,2017-11-10,45,16:00,Friday,route 45 kipling,General Delay,20.0,1.0,B/W,,Kipling Ave,60
2017-11-10 17:50,2017-11-10,46,17:50,Friday,rexdale,Diversion,60.0,70.0,S/B,8498.0,Rexdale Blvd at Martin Grove Rd,60
2017-11-10 19:55,2017-11-10,88,19:55,Friday,st. clair station,Emergency Services,15.0,30.0,E/B,8393.0,St Clair Ave West at Avenue Rd East Side,60
2017-11-10 22:22,2017-11-10,60,22:22,Friday,fstn,Utilized Off Route,9.0,18.0,E/B,8458.0,Front St East at Parliament St,30
2017-11-10 22:50,2017-11-10,39,22:50,Friday,fstn,Utilized Off Route,1.0,1.0,E/B,1778.0,Front St East at Parliament St,30
2017-11-10 22:50,2017-11-10,199,22:50,Friday,fstn,Utilized Off Route,9.0,18.0,E/B,1289.0,Front St East at Parliament St,30
2017-11-10 22:50,2017-11-10,199,22:50,Friday,fstn,Utilized Off Route,9.0,18.0,E/B,1266.0,Front St East at Parliament St,30
2017-11-10 23:10,2017-11-10,54,23:10,Friday,lawerence east station,Mechanical,10.0,20.0,E/B,7466.0,Lawrence Ave East at Yonge St - Lawrence Station,60
2017-11-10 23:35,2017-11-10,191,23:35,Friday,hwy 427 and eringate ramp,Mechanical,10.0,20.0,S/B,8494.0,Humberline Dr at Eringate Dr,50
2017-11-11 1:09,2017-11-11,33,1:09,Saturday,mayfair ave. /eglinton,Mechanical,20.0,40.0,S/B,1346.0,Eglinton Ave West at Oriole Pkwy,60
2017-11-11 6:06,2017-11-11,12,6:06,Saturday,bmgr,Late Leaving Garage,15.0,30.0,N/B,8172.0,Birchmount Rd at Gerrard St East,50
2017-11-11 10:22,2017-11-11,84,10:22,Saturday,wilson heights,Mechanical,9.0,18.0,W/B,8496.0,Wilson Heights Blvd at Codsell Ave,60
2017-11-11 11:05,2017-11-11,12,11:05,Saturday,variety village and birchmount,Diversion,75.0,105.0,B/W,,Birchmount Rd at Gerrard St East,50
2017-11-11 11:52,2017-11-11,190,11:52,Saturday,dons,Late Leaving Garage,9.0,18.0,E/B,7684.0,Don Mills Rd at Freshmeadow Dr,60
2017-11-11 14:00,2017-11-11,29,14:00,Saturday,lawrence to wilson station,General Delay,25.0,18.0,B/W,,Lawrence Station,60
2017-11-11 14:40,2017-11-11,24,14:40,Saturday,donora drive,Mechanical,9.0,18.0,S/B,8142.0,O'Connor Dr at Dohme Ave,50
2017-11-11 15:40,2017-11-11,52,15:40,Saturday,braecrest and royal york,Utilized Off Route,17.0,34.0,E/B,1524.0,Royal York Rd at Braemar Ave,60
2017-11-12 6:20,2017-11-12,53,6:20,Sunday,fstn,Emergency Services,12.0,18.0,W/B,1137.0,Front St East at Parliament St,30
2017-11-12 8:17,2017-11-12,38,8:17,Sunday,rhgo,Late Leaving Garage,12.0,24.0,E/B,1743.0,Rouge Hill GO Station Loop,60
2017-11-12 8:17,2017-11-12,121,8:17,Sunday,scott str to church at esplanade,Diversion,306.0,326.0,B/W,8177.0,The Esplanade at Lower Jarvis St,60
2017-11-12 10:24,2017-11-12,199,10:24,Sunday,fstn,Mechanical,8.0,16.0,E/B,1068.0,Front St East at Parliament St,30
2017-11-12 13:54,2017-11-12,195,13:54,Sunday,jane & harshaw,Utilized Off Route,10.0,20.0,S/B,1298.0,Jane St at Haney Ave,60
2017-11-12 13:54,2017-11-12,53,13:54,Sunday,fstn,Utilized Off Route,6.0,18.0,E/B,1123.0,Front St East at Parliament St,30
2017-11-12 14:20,2017-11-12,192,14:20,Sunday,h-427 at dixon rd,Mechanical,7.0,14.0,N/B,8011.0,Highway 27 at Queen's Plate Dr - Woodbine Centre,40
2017-11-13 6:25,2017-11-13,32,6:25,Monday,keeg,Mechanical,5.0,10.0,E/B,1507.0,Keele St at Rogers Rd,60
2017-11-13 12:49,2017-11-13,20,12:49,Monday,mstn,Mechanical,16.0,32.0,E/B,7875.0,Main Street Station,60
2017-11-13 16:09,2017-11-13,54,16:09,Monday,eglinton & leslie,General Delay,15.0,26.0,W/B,,Eglinton Ave East at Leslie St,60
2017-11-13 22:12,2017-11-13,60,22:12,Monday,varihall on york blvd,Investigation,0.0,0.0,W/B,1298.0,Yonge Blvd at Harley Ave,60
2017-11-14 6:02,2017-11-14,32,6:02,Tuesday,keeg,Late Leaving Garage,6.0,12.0,E/B,1378.0,Keele St at Rogers Rd,60
2017-11-14 7:00,2017-11-14,144,7:00,Tuesday,dvp,General Delay,30.0,40.0,B/W,,Don Valley Pkwy West Side,50
